организация,телефон,вид деятельности,сайт,
Пмк-1,+7 (4752) 49-39-99,Строительные компании,http://pmk-1.ru/,Тамбов
СК Новострой,+7 (910) 751-79-79,Строительные компании,[],Тамбов
Сму-4,+7 (4752) 72-45-13,Строительные компании,[],Тамбов
Дизайн-строй,+7 (953) 707-01-67,Строительные компании,[],Тамбов
Строй-плюс,+7 (920) 230-57-01,Ремонт и отделка,[],Тамбов
Виюс,+7 (4752) 71-55-83,Строительные компании,[],Тамбов
ТБС-Транс,+7 (920) 230-61-85,Аренда спецтехники,[],Тамбов
База стройматериалов,+7 (4752) 45-33-86,Строительные магазины,[],Тамбов
Вектор,+7 (915) 864-08-89,Оптовые компании,http://vektor68.ucoz.ru/,Тамбов
ТамбовКапиталПроект,+7 (4752) 56-06-25,Строительные компании,[],Тамбов
Бондарская Дорожно-строительная Передвижная Механизированная Колонна,+7 (4752) 55-95-16,Промышленное строительство,[],Тамбов
Континент строй,+7 (910) 757-77-88,Строительные конструкции,https://continentstroy.ru/,Тамбов
Реал-макс,+7 (910) 750-00-77,Строительные компании,[],Тамбов
Спецстройсервис,+7 (953) 120-93-35,Загородное строительство,[],Тамбов
СРС-Дом,+7 (953) 729-82-85,Строительные компании,[],Тамбов
Проектно-строительное предприятие Прогресс,+7 (4752) 49-40-60,Строительные компании,[],Тамбов
Стройресурс,+7 (4752) 49-29-00,Ремонт и отделка,[],Тамбов
Современные Строительные Технологии,+7 (4752) 73-49-10,Строительные компании,[],Тамбов
Брус-Ника,+7 (902) 937-79-56,Быстровозводимые здания,https://brusnika68.ru/,Тамбов
ТСК Склад,+7 (915) 870-15-15,Строительные магазины,http://www.tsk-sklad.ru/,Тамбов
Тамбовстройлес,+7 (953) 700-99-99,Пиломатериалы,[],Тамбов
Стройдом,+7 (964) 132-33-72,Строительные магазины,[],Тамбов
Строительные материалы,+7 (905) 121-11-33,Ремонт и отделка,[],Тамбов
Интерстрой,+7 (920) 474-78-73,Строительные компании,https://interstroytmb.ru/,Тамбов
Копёр-68,+7 (920) 231-05-50,Строительные компании,[],Тамбов
КапиталСтрой,+7 (960) 660-22-00,Строительные компании,https://kapitalstroy68.ru/,Тамбов
Знак-Строй,+7 (920) 238-96-80,Строительные компании,http://znakstroy.ru/,Тамбов
Арх-Проект,+7 (4752) 55-92-97,Архитектурные бюро,https://arh-pro.com/,Тамбов
Ремонт-отделка-ТамбоВ68,+7 (999) 688-84-60,Ремонт и отделка,[],Тамбов
Новый Альянс Плюс,+7 (4752) 71-55-92,Строительные компании,[],Тамбов
Единство,+7 (962) 235-28-51,Строительные компании,[],Тамбов
Газсантехэлектромонтаж,+7 (4752) 45-04-19,Строительные компании,[],Тамбов
Сети-строй,+7 (4752) 56-26-60,Газификация домов,[],Тамбов
Плиточник,+7 (905) 120-38-14,Строительные компании,[],Тамбов
СтройМаркет,+7 (4752) 73-93-45,Строительные магазины,[],Тамбов
Романенков,+7 (4752) 42-72-96,Строительные компании,https://tambov.sk-rom.ru/,Тамбов
Тамбовстройрегион-68,+7 (910) 655-11-22,Строительные компании,[],Тамбов
Межрегиональный союз строителей,+7 (4752) 47-28-45,Строительные компании,https://stroytambov.ru/,Тамбов
Вернадский,+7 (4752) 70-07-07,Жилые комплексы,https://vernadskii.ru/,Тамбов
СтронгСтрой,+7 (920) 487-76-66,Строительные компании,http://strongstroi.com/,Тамбов
ЭнСтрой,+7 (952) 438-19-99,Строительные компании,https://дом-сип-панель.рф/,Тамбов
Интегра,+7 (4752) 42-21-44,Строительные компании,[],Тамбов
Соната строй,+7 (915) 667-55-55,Строительные компании,https://sonatastroy.ru/,Тамбов
Стройпремьер-сервис,+7 (4752) 53-10-00,Строительство инженерных сетей,[],Тамбов
Строймир,+7 (902) 730-74-70,Строительные магазины,[],Тамбов
Мастер,+7 (4752) 45-22-11,Строительные магазины,http://master-68.ru/,Тамбов
Селег-дизайн,+7 (910) 759-09-23,Ремонт и отделка,http://www.seleg-diz.ru/,Тамбов
СК Пеноблокстрой,+7 (4752) 72-99-29,Бетонные изделия,[],Тамбов
Специализированное управление 133,+7 (4752) 71-13-74,Строительные компании,[],Тамбов
Ригель,+7 (910) 659-91-64,Ремонт и отделка,[],Тамбов
Артель,+7 (4752) 49-00-10,Строительные магазины,[],Тамбов
Донстрой,+7 (4752) 44-91-62,Строительные компании,[],Тамбов
ТамбовСпецстрой,+7 (4752) 49-41-69,Строительные компании,[],Тамбов
ССТ,+7 (910) 751-38-99,Строительные компании,[],Тамбов
PROpotolki,+7 (920) 481-01-01,Строительные компании,[],Тамбов
ТСК Склад,+7 (910) 755-11-09,Строительные магазины,http://www.tsk-sklad.ru/,Тамбов
ГидроПромСтрой,+7 (980) 677-00-01,Строительные компании,[],Тамбов
Содействие,+7 (962) 235-28-51,Строительные компании,[],Тамбов
Корвет-Т,+7 (4752) 79-64-82,Стройматериалы оптом,[],Тамбов
Русский лес,+7 (4752) 70-03-00,Строительные магазины,https://rusles-tmb.ru/,Тамбов
Сонатастрой,+7 (962) 219-60-01,Строительные магазины,http://sonatastroy.ru/,Тамбов
Сервис-премьер,+7 (4752) 71-13-74,Строительные компании,[],Тамбов
"Специализированный застройщик Интерстрой, отдел продаж",+7 (993) 185-55-51,Строительные компании,http://interstroytmb.ru/,Тамбов
Специализированный застройщик Бру Тамбов-Строй,+7 (910) 655-10-00,Строительные компании,https://bru-stroy68.ru/projects/zhk-sokol/,Тамбов
Камелот,+7 (953) 725-23-35,Строительные компании,https://www.rskkamelot.ru/,Тамбов
Стройтелеком,+7 (4752) 71-02-08,Строительные компании,https://стройтелеком68.рф/,Тамбов
Строй Биржа,+7 (953) 720-20-22,Строительные компании,http://www.stroy-birzha.ru/,Тамбов
СтройматериалыТамбов.рф,+7 (980) 678-60-07,Строительные магазины,https://стройматериалытамбов.рф/,Тамбов
Развитие,+7 (4752) 49-21-92,Ремонт водоснабжения и канализации,[],Тамбов
Торговый двор,+7 (910) 656-31-91,Строительные магазины,[],Тамбов
Nova-строй,+7 (906) 598-23-27,Строительные магазины,http://novastroy68.ru/,Тамбов
Строительное управление - 1,+7 (910) 754-10-11,Строительные компании,[],Тамбов
Скип,+7 (920) 233-44-25,Загородное строительство,[],Тамбов
Строительный Дворик,+7 (953) 709-00-77,Строительные магазины,https://stroydvorik.mag1c.ru/applications/Store?state=home,Тамбов
7 Кубов,+7 (900) 490-01-91,Строительные магазины,[],Тамбов
"СтройРеспект, Офис продаж",+7 (902) 730-37-48,Строительные компании,[],Тамбов
ТД СтройБетон,+7 (900) 511-00-44,Строительные магазины,http://tdsb68.ru/,Тамбов
ИП Филатов В. Б.,+7 (905) 085-11-99,Опалубка,https://аренда-опалубки-тамбов.рф/,Тамбов
Строй-68,+7 (900) 515-69-68,Строительные магазины,https://stroy-68.ru/,Тамбов
Отделка,+7 (920) 232-33-31,Строительные магазины,https://www.otdelkatmb.ru/,Тамбов
Промэкспорт C Плюс,+7 (4752) 56-00-16,Строительство АЗС,http://www.gtcom.ru/,Тамбов
Строительная ярмарка,+7 (4752) 73-53-83,Строительные магазины,https://стройград68.рф/,Тамбов
Панели ПВХ,+7 (910) 657-77-65,Строительные магазины,[],Тамбов
Желтые ворота,+7 (4752) 72-25-92,Строительные магазины,http://желтые-ворота.рф/,Тамбов
Мастер-К,+7 (900) 518-91-50,Строительные магазины,http://kbsmarket.ru/,Тамбов
СТО квадратов,+7 (910) 752-75-25,Строительные магазины,[],Тамбов
СтройСервис-68,+7 (4752) 49-00-25,Строительные магазины,[],Тамбов
Ключи,+7 (953) 722-33-29,Строительные компании,[],Тамбов
Системы кровли,+7 (953) 705-83-83,Кровельные работы,[],Тамбов
Феникс,+7 (4752) 44-49-66,Строительные магазины,[],Тамбов
СтройМаг,+7 (920) 477-38-60,Строительные магазины,[],Тамбов
Кемистрой,+7 (4752) 58-17-02,Строительные магазины,https://kemistroy.ru/,Тамбов
Русские двери,+7 (939) 856-07-16,Двери,https://rusdoors-tambov.ru/,Тамбов
Двери Маркет,+7 (953) 715-96-97,Двери,http://vashidveri68.ru/,Тамбов
ЭкоДвери,+7 (902) 733-33-35,Двери,http://ecodveri68.ru/,Тамбов
Галерея дверей,+7 (4752) 48-17-92,Двери,http://gd68.ru/,Тамбов
Ваши Двери,+7 (902) 731-97-15,Двери,https://vashidveri68.ru/,Тамбов
ООО Сотмик,+7 (4752) 36-06-05,Двери,[],Тамбов
Браво,+7 (999) 689-10-10,Двери,http://dveri.com/,Тамбов
Русские двери,+7 (4752) 58-17-81,Двери,https://rusdoors-tambov.ru/,Тамбов
Бульдорс,+7 (4752) 51-00-58,Двери,[],Тамбов
Сити Дорс,+7 (4752) 30-20-02,Двери,https://lex-dveri.ru/,Тамбов
Invisible,+7 (960) 658-76-59,Двери,https://doors-invisible.ru/,Тамбов
Крепость,+7 (902) 725-77-25,Двери,http://www.krepost68.ru/,Тамбов
Ламинат и Двери,+7 (4752) 30-65-05,Ламинат,https://tambov.ampir-dveri.ru/,Тамбов
Входные металлические двери в Тамбове,+7 (4752) 33-33-35,Двери,http://ecodveri68.ru/,Тамбов
Стальные двери Torex,+7 (4752) 42-70-80,Двери,http://torextambov.ru/,Тамбов
Русские двери,+7 (4752) 63-82-05,Двери,https://rusdoors-tambov.ru/,Тамбов
Астэл,+7 (4752) 53-20-91,Двери,http://astel-dveri.ru/,Тамбов
Дверной Стиль,+7 (4752) 49-30-61,Двери,https://tambov.dsdveri.ru/,Тамбов
ЭлитПласт,+7 (909) 231-13-23,Окна,http://www.eliteplast.ru/,Тамбов
Dimix,+7 (915) 671-80-73,Кованые изделия,[],Тамбов
Замки дверная фурнитура,+7 (4752) 44-66-89,Замки и запорные устройства,[],Тамбов
Улей-строй,+7 (4752) 58-14-00,Торговые центры,[],Тамбов
Офрам,+7 (902) 733-33-35,Двери,[],Тамбов
Двери Профессионал,+7 (4752) 48-15-70,Двери,[],Тамбов
Ивком,+7 (980) 782-00-78,Двери,[],Тамбов
DARDoors,+7 (999) 770-30-80,Двери,[],Тамбов
ТПК,+7 (4752) 73-94-23,Двери,[],Тамбов
Алан,+7 (4752) 73-11-60,Двери,[],Тамбов
Металл-Профи,+7 (4752) 43-54-33,Металлоконструкции,http://www.metall-profi68.ru/,Тамбов
Астродорс,+7 (964) 132-75-92,Двери,http://astrodoors.com/,Тамбов
Стройцентр-К,+7 (4752) 79-69-67,Строительные магазины,[],Тамбов
Этажи,+7 (4752) 24-02-40,Агентства недвижимости,https://tambov.etagi.com/,Тамбов
Недвижимость Тамбова,+7 (953) 712-00-02,Агентства недвижимости,[],Тамбов
Союз Застройщиков - Владис,+7 (4752) 43-54-36,Агентства недвижимости,https://tambov.vladis.ru/,Тамбов
Квартал,+7 (4752) 39-66-44,Агентства недвижимости,http://kvartal68.ru/,Тамбов
Тамбов-Недвижимость,+7 (915) 677-54-73,Агентства недвижимости,[],Тамбов
ФСН,+7 (920) 231-02-62,Агентства недвижимости,https://feedestate.ru/,Тамбов
Диалог,+7 (900) 493-00-19,Агентства недвижимости,[],Тамбов
Абсолют,+7 (920) 476-33-83,Агентства недвижимости,http://www.absolut-tambov.ru/,Тамбов
Мир квартир,+7 (915) 660-71-61,Агентства недвижимости,https://mirkvartir68.ru/,Тамбов
