company_name,company_number,category
СтройДекор,+7 (930) 275-04-04,Тротуарная плитка
Dortmax,+7 (831) 260-14-46,Напольные покрытия
Кирпич152,+7 (960) 168-62-39,Кирпичи
DeckArt,+7 (950) 353-51-58,Напольные покрытия
Консорс НН,+7 (831) 410-14-97,Стройматериалы оптом
Геополитекс,+7 (831) 262-19-02,Производственные предприятия
Агат,+7 (831) 414-25-25,Мебельные комплектующие
Вектор,+7 (831) 272-71-00,Бетонные изделия
Геотекстиль,+7 (960) 169-80-01,Стройматериалы оптом
Континент НН,+7 (999) 121-55-75,Стройматериалы оптом
Центавр,+7 (831) 266-03-36,Крепёж
Гравис-НН,+7 (910) 791-21-09,Фасадные системы
Арболит ОКА,+7 (920) 013-88-86,Стройматериалы оптом
Стройтранссервис,+7 (831) 235-18-71,Дорожные материалы
Кровля и изоляция,+7 (831) 262-11-61,Строительные магазины
БСМ,+7 (915) 949-51-11,Фасадные системы
Стройкомплекс,+7 (920) 041-64-24,Двери
933 Din Маркет,+7 (908) 236-11-32,Крепёж
Стройкомплекс,+7 (905) 660-84-85,Двери
РДК Комплект,+7 (831) 461-79-99,Оконные комплектующие
Промикс,+7 (831) 253-44-66,Стройматериалы оптом
Алюма,+7 (831) 411-12-08,Фасадные системы
ВОГ - Нижний Новгород,+7 (831) 266-82-26,Керамическая плитка
Поритеп-партнер,+7 (920) 060-09-34,Строительные магазины
Апрель,+7 (831) 414-15-87,Облицовочные материалы
Ресурс Трейдинг,+7 (831) 278-09-18,Строительные смеси
Альтеролл,+7 (831) 261-95-40,Производство автозапчастей
Микротест,+7 (831) 413-30-21,Теплоизоляционные материалы
Поставщик,+7 (920) 042-77-76,Стройматериалы оптом
Банный домик,+7 (966) 779-71-71,Строительство бань и саун
ТСК Феникс,+7 (950) 377-59-44,Стройматериалы оптом
Гир,+7 (831) 439-39-55,Стройматериалы оптом
Волго-Окская логистическая компания,+7 (962) 512-91-92,Цемент
Изоком,+7 (831) 410-59-10,Теплоизоляционные материалы
Стройlux,+7 (910) 790-92-66,Строительные магазины
Нижегород Инвест,+7 (920) 069-00-17,Промышленная химия
Ассортимент ЖБИ,+7 (831) 261-33-55,ЖБИ
Русь-строй,+7 (952) 775-82-87,Стройматериалы оптом
Стк-опт,+7 (920) 049-71-17,Стройматериалы оптом
Асбест-Снабкомплект,+7 (920) 257-36-20,Резинотехнические изделия
Интерсфера,+7 (831) 469-04-85,Нерудные материалы
Аскотт Деко Рус,+7 (910) 870-19-40,Клеи
Азмет,+7 (831) 267-20-20,Металлопрокат
МетТрансТерминал,+7 (831) 213-68-28,Металлопрокат
СК Партнёр,+7 (908) 728-55-55,Потолочные системы
U-kon System,+7 (831) 425-80-80,Фасадные системы
Экобилд,+7 (831) 291-03-30,Стройматериалы оптом
Стромет-НН,+7 (831) 414-77-26,Производственные предприятия
Полимерсервис,+7 (953) 415-38-49,Стройматериалы оптом
Профснабстрой,+7 (831) 281-30-31,Стройматериалы оптом
Роял брик,+7 (967) 772-17-73,Фасадные системы
Энерго-Строй Комплект,+7 (963) 232-86-88,ЖБИ
Эврика Нм и К,+7 (831) 257-83-17,Нерудные материалы
7 Кубов,+7 (831) 261-34-92,Бетонные изделия
Элит-Лес,+7 (908) 760-56-45,Стройматериалы оптом
Теропром,+7 (343) 363-02-78,Стройматериалы оптом
Группа Компаний АрмФасад,+7 (952) 763-10-70,Стройматериалы оптом
Лидер-акз,+7 (910) 129-08-11,Лаки и краски
Технологии комплексного снабжения,+7 (831) 217-16-00,Электро- и бензоинструменты
Фибра-НН,+7 (960) 196-75-78,Стройматериалы оптом
ТСК АРМА-Центр купить Пеностекло,+7 (831) 418-58-04,Теплоизоляционные материалы
Технологии гидроизоляции,+7 (908) 303-85-83,Изоляция
Зимний лес,+7 (904) 392-22-74,Пиломатериалы
СтройЛогоСнаб,+7 (903) 608-80-03,Металлопрокат
Энергия,+7 (83159) 6-51-51,Магазины электротоваров
Арт Фасад,+7 (930) 710-33-31,Кровельные работы
Рубильник,+7 (83159) 3-20-25,Магазины электротоваров
Лессер-НН,+7 (951) 904-69-19,Пиломатериалы
Софит-Центр Поволжье,+7 (831) 214-00-44 (доб. 306),Стройматериалы оптом
Обои,+7 (908) 151-98-57,Обои
Строй градъ,+7 (910) 790-73-50,Стройматериалы оптом
Домовёнок,+7 (831) 228-10-48,Клининг
КлинингПлюс,+7 (908) 238-26-46,Клининг
Bg Clean,+7 (831) 212-48-00,Клининг
Еврогрупп,+7 (930) 665-14-47,Клининг
"Dr. Klean, клининговая компания",+7 (831) 410-76-17,Клининг
Урбан,+7 (952) 444-04-70 (доб. 89506123212),Клининг
Еврочистка,+7 (831) 410-42-32,Клининг
Решение,+7 (930) 665-15-52,Клининг
НН Клининг,+7 (929) 053-78-99,Клининг
Лаванда - химчистка мебели,+7 (909) 294-09-09,Клининг
Чистимнн,+7 (930) 698-45-59,Клининг
Уютница,+7 (908) 165-93-33,Клининг
NNDryClean,+7 (910) 141-44-47,Клининг
Клининговая компания Сервис чистоты,+7 (999) 138-88-85,Клининг
Чистовъ,+7 (910) 103-03-17,Клининг
Евроклининг-НН,+7 (831) 468-88-67,Клининг
Чистоделы,+7 (831) 235-40-30,Клининг
Деликат-Сервис,+7 (922) 955-90-15,Клининг
Гир НН Клининг,+7 (910) 888-36-37,Клининг
Марафетофф,+7 (929) 053-45-00,Химчистки
Чистый мир,+7 (831) 416-74-19,Клининг
Антика,+7 (831) 216-38-28,Клининг
Алиби-Клининг,+7 (831) 419-70-78,Клининг
Клининговая компания ЧистоеМесто Нижний Новгород,+7 (930) 291-71-85,Клининг
Профуборка,+7 (908) 154-00-21,Клининг
CleaningMaster,+7 (908) 238-78-32,Химчистки
Фабрика чистоты,+7 (831) 295-91-11,Клининг
Мистер Клин,+7 (920) 299-65-66,Клининг
Clean Like,+7 (930) 803-33-80,Клининг
Клин Лайн,+7 (930) 810-99-66,Клининг
КлинСервис НН,+7 (915) 944-75-89,Клининг
Полисервис НН,+7 (831) 428-27-29,Клининг
Весна,+7 (960) 187-77-23,Чистка ковров
ПрофКлинингНН,+7 (908) 666-92-86,Клининг
Formula Clean,+7 (920) 111-17-77,Клининг
Pro_klining,+7 (930) 283-58-51,Клининг
Эксперт клининг,+7 (910) 790-75-57,Клининг
Энерго Мир,+7 (999) 141-51-67,Клининг
Нижегородская клининговая компания Арт-Клининг,+7 (905) 865-13-49,Клининг
АкваКлининг,+7 (831) 283-58-51,Клининг
Пчелка,+7 (951) 908-12-13,Клининг
Генезис,+7 (987) 549-82-42,Клининг
Чистота Сервис,+7 (831) 245-99-49,Клининг
Bonex Group,+7 (831) 216-61-61,Клининг
Мобиклин,+7 (831) 262-64-10,Клининг
Task4U,+7 (831) 283-36-55,Клининг
Олимп,+7 (996) 014-12-40,Клининг
Розовый Фламинго,+7 (929) 044-28-20,Клининг
Полисервис НН,+7 (904) 394-92-00,Клининг
Империя чистоты,+7 (831) 219-92-02,Клининг
Чистый След,+7 (902) 786-99-11,Клининг
Люкс Клининг,+7 (930) 806-70-77,Клининг
New Cleaning,+7 (831) 266-66-20,Клининг
Технопар,+7 (999) 077-99-86,Клининг
Nova-cleaning,+7 (831) 420-60-79,Клининг
Зеленый диван,+7 (969) 602-20-20,Клининг
Грин Лайт,+7 (831) 418-58-76,Клининговое оборудование
ХимKov,+7 (987) 551-25-55,Клининг
Корпорация чистоты,+7 (920) 020-87-47,Клининг
ХимКоv,+7 (831) 410-17-12,Чистка ковров
Кристалл,+7 (987) 550-25-67,Клининг
Окаспецсервис,+7 (831) 423-99-64,Клининговое оборудование
Грин Лайт,+7 (987) 086-42-02,Клининг
ДезГарант дезинфекция,+7 (930) 707-52-13,Дезцентры
